學年,學期,系所,班級,開課班級,選課編號,科目代碼,科目名稱,組別,學期_課程,修選別,學分數,時數,人數,授課教師,星期,節次,週別,教室,備註
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3650.0,BIT20602,商用統計學,Ｂ組,全,必,3.0,3.0,60.0,楊俊明,四,789,,5612,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3639.0,BIT20603,商用統計學,Ｃ組,全,必,3.0,3.0,60.0,吳宜臻,四,789,,5611,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3640.0,BIT22401,貨幣銀行學,Ａ組,全,必,2.0,2.0,60.0,梁  恕,四,34,,5513,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3651.0,BIT22402,貨幣銀行學,Ｂ組,全,必,2.0,2.0,61.0,梁  恕,四,56,,2515,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3652.0,BIT22403,貨幣銀行學,Ｃ組全英語,全,必,2.0,2.0,60.0,吳宜臻,四,34,,5611,英語授課
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3653.0,BIT22502,個體經濟學,,全,選,2.0,2.0,60.0,陳宏易,三,34,,5512,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3654.0,BIT30305,財務管理,Ｂ組,單,必,3.0,3.0,60.0,張大成,一,34,,2518,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3654.0,BIT30305,財務管理,Ｂ組,單,必,3.0,3.0,60.0,張大成,二,56,雙,2518,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3643.0,BIT32501,總體經濟學,,全,選,2.0,2.0,60.0,廖嘉立,三,56,,2511,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,3645.0,BSP25001,西班牙文,,全,選,3.0,3.0,60.0,何湘文,五,E56,,5417,其他外語授課
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,,BSP92710,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,,BSP99059,系會時間,,全,必,0.0,2.0,,,三,78,,336,
114,1,國際經營與貿易學系,貿二Ｂ,貿二Ｂ,,BSP99757,體育,,單,必,0.0,2.0,,,,,,,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,,BDC99752,通識課程（三）,,全,必,2.0,2.0,,,五,56,,342,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3658.0,BIT20101,商用英文,Ａ組,全,必,2.0,2.0,60.0,蔡瑜,五,78,,2513,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3659.0,BIT30401,國際金融,Ａ組,單,必,3.0,3.0,60.0,梁  恕,一,789,,5612,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3661.0,BIT30503,國際行銷,Ｃ組,單,必,3.0,3.0,61.0,顧萱萱,二,56,雙,2519,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3661.0,BIT30503,國際行銷,Ｃ組,單,必,3.0,3.0,61.0,顧萱萱,三,34,,2519,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3662.0,BIT31101,國際貿易理論,Ａ組,全,必,2.0,2.0,60.0,廖嘉立,二,34,,5611,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3681.0,BIT31102,國際貿易理論,Ｂ組全英語,全,必,2.0,2.0,61.0,洪立文,四,56,,5611,英語授課
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3682.0,BIT31103,國際貿易理論,Ｃ組,全,必,2.0,2.0,60.0,陳宏易,二,34,,5511,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3664.0,BIT32701,策略管理,全英語遠距,單,選,2.0,2.0,60.0,張文,四,34,,5613,英語授課 遠距教學
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3665.0,BIT32801,科技行銷,,單,選,2.0,2.0,60.0,蔡福原,三,56,,5516,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3666.0,BIT32903,國際貿易實務,Ａ組,單,必,3.0,3.0,68.0,蔡啟瑩,三,789,,5511,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3668.0,BIT33301,亞太經貿研討,,單,選,3.0,3.0,60.0,蔣  成,四,34E,,5612,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3669.0,BIT33401,智慧財產權法,,單,選,2.0,2.0,60.0,鍾鳳玲,五,12,,5611,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3670.0,BIT41204,國際財務管理,Ａ組遠距,單,必,3.0,3.0,60.0,張大成,二,789,,5613,遠距教學
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3671.0,BIT43301,消費者行為,,單,選,3.0,3.0,60.0,陳美芳,一,34E,,5614,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3674.0,BSP22151,日文及語練（一）,,全,選,3.0,4.0,60.0,陳玉青,一,56,,5611,其他外語授課
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3674.0,BSP22151,日文及語練（一）,,全,選,3.0,4.0,60.0,陳玉青,四,12,,5611,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,3675.0,BSP45101,商事法,,單,選,3.0,3.0,60.0,林柏翰,五,34E,,5611,
114,1,國際經營與貿易學系,貿三Ａ,貿三Ａ,,BSP99059,系會時間,,全,必,0.0,2.0,,,三,78,,336,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,,BDC99752,通識課程（三）,,全,必,2.0,2.0,,,五,56,,342,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3676.0,BIT20102,商用英文,Ｂ組,全,必,2.0,2.0,61.0,張淑珍,一,12,,5511,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3677.0,BIT20103,商用英文,Ｃ組,全,必,2.0,2.0,60.0,蔡瑜,三,12,,2519,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3680.0,BIT30502,國際行銷,Ｂ組遠距,單,必,3.0,3.0,60.0,謝效昭,四,789,,2513,遠距教學
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3662.0,BIT31101,國際貿易理論,Ａ組,全,必,2.0,2.0,60.0,廖嘉立,二,34,,5611,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3681.0,BIT31102,國際貿易理論,Ｂ組全英語,全,必,2.0,2.0,61.0,洪立文,四,56,,5611,英語授課
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3682.0,BIT31103,國際貿易理論,Ｃ組,全,必,2.0,2.0,60.0,陳宏易,二,34,,5511,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3664.0,BIT32701,策略管理,全英語遠距,單,選,2.0,2.0,60.0,張文,四,34,,5613,英語授課 遠距教學
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3665.0,BIT32801,科技行銷,,單,選,2.0,2.0,60.0,蔡福原,三,56,,5516,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3683.0,BIT32904,國際貿易實務,Ｂ組,單,必,3.0,3.0,71.0,張南薰,一,789,,1401,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3668.0,BIT33301,亞太經貿研討,,單,選,3.0,3.0,60.0,蔣  成,四,34E,,5612,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3669.0,BIT33401,智慧財產權法,,單,選,2.0,2.0,60.0,鍾鳳玲,五,12,,5611,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3684.0,BIT41205,國際財務管理,Ｂ組,單,必,3.0,3.0,60.0,福星,二,789,,6402,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3671.0,BIT43301,消費者行為,,單,選,3.0,3.0,60.0,陳美芳,一,34E,,5614,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3674.0,BSP22151,日文及語練（一）,,全,選,3.0,4.0,60.0,陳玉青,一,56,,5611,其他外語授課
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,3674.0,BSP22151,日文及語練（一）,,全,選,3.0,4.0,60.0,陳玉青,四,12,,5611,
114,1,國際經營與貿易學系,貿三Ｂ,貿三Ｂ,,BSP99059,系會時間,,全,必,0.0,2.0,,,三,78,,336,
114,1,國際經營與貿易學系,貿四Ａ,貿四Ａ,3688.0,BIT40101,國際貿易政策,,單,選,3.0,3.0,60.0,陳宏易,四,34E,,5617,
114,1,國際經營與貿易學系,貿四Ａ,貿四Ａ,3690.0,BIT42001,稅務法規,,單,選,2.0,2.0,60.0,石恩銘,三,56,,5613,
114,1,國際經營與貿易學系,貿四Ａ,貿四Ａ,3693.0,BIT44402,金融市場,,單,選,2.0,2.0,60.0,葉斯偉,二,56,,5513,
114,1,國際經營與貿易學系,貿四Ａ,貿四Ａ,3695.0,BIT44701,商業智慧與大數據應用實務,,單,選,3.0,3.0,60.0,謝效昭,五,34E,,6401,
114,1,國際經營與貿易學系,貿四Ａ,貿四Ａ,,BSP99059,系會時間,,全,必,0.0,2.0,,,三,78,,336,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,3688.0,BIT40101,國際貿易政策,,單,選,3.0,3.0,60.0,陳宏易,四,34E,,5617,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,3696.0,BIT40302,國際貿易法,,單,必,3.0,3.0,90.0,張南薰,四,789,,1504,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,3690.0,BIT42001,稅務法規,,單,選,2.0,2.0,60.0,石恩銘,三,56,,5613,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,3693.0,BIT44402,金融市場,,單,選,2.0,2.0,60.0,葉斯偉,二,56,,5513,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,3695.0,BIT44701,商業智慧與大數據應用實務,,單,選,3.0,3.0,60.0,謝效昭,五,34E,,6401,
114,1,國際經營與貿易學系,貿四Ｂ,貿四Ｂ,,BSP99059,系會時間,,全,必,0.0,2.0,,,三,78,,336,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3698.0,BBM10201,微積分,,全,必,4.0,4.0,68.0,周世偉,一,34,,5616,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3698.0,BBM10201,微積分,,全,必,4.0,4.0,68.0,周世偉,五,12,,5516,
114,1,財務工程與精算數學系,財精一Ａ,,,,微積分,輔導,,必,,2.0,,林庭瑀,五,34,,5516,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3699.0,BBM10301,線性代數,Ａ組,全,必,3.0,3.0,65.0,楊健男,三,34,,D0409,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3699.0,BBM10301,線性代數,Ａ組,全,必,3.0,3.0,65.0,楊健男,四,56,單,D0414,
114,1,財務工程與精算數學系,財精一Ａ,,,,線性代數,輔導,,必,,2.0,,張智琪,四,34,,D0414,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3700.0,BBM10901,會計學,,全,必,3.0,3.0,65.0,王邦瑜,二,789,,D0414,
114,1,財務工程與精算數學系,財精一Ａ,,,,會計學,輔導,,必,,1.0,,,一,12,單,1403,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3701.0,BBM76901,程式設計（一）,,單,必,3.0,3.0,68.0,孝慈,一,789,,2208,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3704.0,BBM81201,經濟學（一）,Ａ組全英語,單,必,3.0,3.0,68.0,湯美玲,四,789,,D0414,英語授課
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3705.0,BBM81202,經濟學（一）,Ｂ組,單,必,3.0,3.0,110.0,劉文彬,四,789,,H203,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,,BDC995A2,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,242,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,608.0,BSP17193,國文,９３財精Ａ,全,必,2.0,2.0,70.0,陳素英,二,56,,B709,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,869.0,BSP18133,思維方法,３３組財Ａ,單,必,1.0,1.0,70.0,劉吉宴,三,12,單,B708,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,822.0,BSP18233,生命關懷,３３組財Ａ,單,必,1.0,1.0,70.0,林彥妤,三,12,雙,B708,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,,BSP92596,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,一,AB,,2608,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,五,AB,,2608,
114,1,財務工程與精算數學系,財精一Ａ,,,,微積分（下）,輔導,,必,,2.0,,林庭瑀,三,AB,,2608,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,,BSP99060,系會時間,,全,必,0.0,2.0,,,五,56,,130,
114,1,財務工程與精算數學系,財精一Ａ,財精一Ａ,,BSP99759,體育,,單,必,0.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3710.0,BBM10202,微積分,,全,必,4.0,4.0,65.0,楊策仲,一,78,,5411,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3710.0,BBM10202,微積分,,全,必,4.0,4.0,65.0,楊策仲,五,34,,5411,
114,1,財務工程與精算數學系,財精一Ｂ,,,,微積分,輔導,,必,,2.0,,林庭瑀,一,12,,2415,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3711.0,BBM10302,線性代數,Ｂ組,全,必,3.0,3.0,65.0,楊策仲,二,34,,D0316,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3711.0,BBM10302,線性代數,Ｂ組,全,必,3.0,3.0,65.0,楊策仲,四,34,雙,D0316,
114,1,財務工程與精算數學系,財精一Ｂ,,,,線性代數,輔導,,必,,2.0,,張智琪,四,12,,D0316,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3712.0,BBM10304,線性代數,Ｄ組,全,必,3.0,3.0,70.0,楊策仲,二,ABC,,2608,
114,1,財務工程與精算數學系,財精一Ｂ,,,,線性代數,輔導,,必,,2.0,,張智琪,四,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3713.0,BBM10902,會計學,,全,必,3.0,3.0,67.0,呂維真,二,789,,D0308,
114,1,財務工程與精算數學系,財精一Ｂ,,,,會計學,輔導,,必,,1.0,,,五,12,單,1403,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3714.0,BBM76902,程式設計（一）,,單,必,3.0,3.0,70.0,孝慈,一,34,,2208,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3714.0,BBM76902,程式設計（一）,,單,必,3.0,3.0,70.0,孝慈,五,12,雙,2208,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3704.0,BBM81201,經濟學（一）,Ａ組全英語,單,必,3.0,3.0,68.0,湯美玲,四,789,,D0414,英語授課
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3705.0,BBM81202,經濟學（一）,Ｂ組,單,必,3.0,3.0,110.0,劉文彬,四,789,,H203,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,,BDC995A2,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,242,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,609.0,BSP17194,國文,９４財精Ｂ,全,必,2.0,2.0,70.0,楊濬豪,二,56,,B408,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,870.0,BSP18134,思維方法,３４組財Ｂ,單,必,1.0,1.0,70.0,鄭俊憲,三,12,雙,D0302,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,823.0,BSP18234,生命關懷,３４組財Ｂ,單,必,1.0,1.0,70.0,林怡君,三,12,單,B709,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,,BSP92596,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,一,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,五,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｂ,,,,微積分（下）,輔導,,必,,2.0,,林庭瑀,三,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,,BSP99060,系會時間,,全,必,0.0,2.0,,,五,56,,130,
114,1,財務工程與精算數學系,財精一Ｂ,財精一Ｂ,,BSP99759,體育,,單,必,0.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3716.0,BBM10203,微積分,,全,必,4.0,4.0,65.0,蔡一豪,一,56,,5417,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3716.0,BBM10203,微積分,,全,必,4.0,4.0,65.0,蔡一豪,五,34,,5417,
114,1,財務工程與精算數學系,財精一Ｃ,,,,微積分,輔導,,必,,2.0,,林庭瑀,一,34,,5417,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3717.0,BBM10303,線性代數,Ｃ組,全,必,3.0,3.0,65.0,蔡一豪,二,34,單,D0417,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3717.0,BBM10303,線性代數,Ｃ組,全,必,3.0,3.0,65.0,蔡一豪,四,34,,D0417,
114,1,財務工程與精算數學系,財精一Ｃ,,,,線性代數,輔導,,必,,2.0,,張智琪,四,56,,D0417,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3718.0,BBM10903,會計學,,全,必,3.0,3.0,65.0,劉正偉,二,789,,D0417,
114,1,財務工程與精算數學系,財精一Ｃ,,,,會計學,輔導,,必,,1.0,,,五,12,雙,1403,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3719.0,BBM76903,程式設計（一）,,單,必,3.0,3.0,66.0,周世偉,一,789,,2315,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3704.0,BBM81201,經濟學（一）,Ａ組全英語,單,必,3.0,3.0,68.0,湯美玲,四,789,,D0414,英語授課
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3705.0,BBM81202,經濟學（一）,Ｂ組,單,必,3.0,3.0,110.0,劉文彬,四,789,,H203,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,,BDC995A2,通識課程（一）,通識一Ａ,全,必,2.0,2.0,,,二,12,,242,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,610.0,BSP17195,國文,９５財精Ｃ,全,必,2.0,2.0,70.0,林季芸,二,56,,B711,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,877.0,BSP1813B,思維方法,３Ｂ組財Ｃ,單,必,1.0,1.0,70.0,劉吉宴,三,12,雙,B710,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,830.0,BSP1823B,生命關懷,３Ｂ組財Ｃ,單,必,1.0,1.0,70.0,林彥妤,三,12,單,B710,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,,BSP92596,外文（一）,,全,必,2.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,一,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,3709.0,BSP93201,微積分（下）,重補修,單,必,4.0,4.0,70.0,王季豪,五,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｃ,,,,微積分（下）,輔導,,必,,2.0,,林庭瑀,三,AB,,2608,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,,BSP99060,系會時間,,全,必,0.0,2.0,,,五,56,,130,
114,1,財務工程與精算數學系,財精一Ｃ,財精一Ｃ,,BSP99759,體育,,單,必,0.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3722.0,BBM20901,機率與統計（一）,全英語授課,單,必,3.0,3.0,65.0,洪明欽,二,789,,5416,英語授課
114,1,財務工程與精算數學系,財精二Ａ,,,,機率與統計（一）,輔導,,必,,2.0,,張瑞娟,一,56,,2414,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3725.0,BBM21004,機率與統計（二）,重、補修生,單,必,3.0,3.0,70.0,楊策仲,四,ABC,,5416,
114,1,財務工程與精算數學系,財精二Ａ,,,,機率與統計（二）,輔導,,必,,2.0,,張瑞娟,二,AB,,5416,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3726.0,BBM23701,風險管理與保險（一）,,單,必,3.0,3.0,65.0,陳奕帆,二,34,,5417,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3726.0,BBM23701,風險管理與保險（一）,,單,必,3.0,3.0,65.0,陳奕帆,四,34,單,5417,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3727.0,BBM23801,財務管理（一）,,單,必,3.0,3.0,65.0,張瑞珍,一,789,,2523,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3733.0,BBM49401,Ｃ程式語言,,單,選,3.0,3.0,70.0,林建華,四,E56,,2208,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3734.0,BBM75901,高等微積分（一）,,單,必,3.0,3.0,80.0,周世偉,一,12,單,5417,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3734.0,BBM75901,高等微積分（一）,,單,必,3.0,3.0,80.0,周世偉,三,34,,5417,
114,1,財務工程與精算數學系,財精二Ａ,,,,高等微積分（一）,討論Ａ組,,必,,1.0,,周世偉,一,12,雙,5417,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3735.0,BBM76201,財務工程與精算數學概論,Ａ組,單,必,1.0,1.0,85.0,劉文彬  洪明欽  張揖平  湯美玲,三,12,單,2608,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3736.0,BBM76202,財務工程與精算數學概論,Ｂ組,單,必,1.0,1.0,85.0,劉文彬  洪明欽  張揖平  湯美玲,三,12,雙,2608,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3740.0,BCP20805,離散數學,,單,選,3.0,3.0,70.0,李文雄,二,12,單,2513,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,3740.0,BCP20805,離散數學,,單,選,3.0,3.0,70.0,李文雄,三,56,,2513,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,,BDC99652,通識課程（二）,,全,必,2.0,2.0,,,五,78,,342,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,,BSP92760,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,,BSP99060,系會時間,,全,必,0.0,2.0,,,五,56,,130,
114,1,財務工程與精算數學系,財精二Ａ,財精二Ａ,,BSP99759,體育,,單,必,0.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3742.0,BBM20902,機率與統計（一）,,單,必,3.0,3.0,65.0,蕭維政,二,789,,2523,
114,1,財務工程與精算數學系,財精二Ｂ,,,,機率與統計（一）,輔導,,必,,2.0,,張瑞娟,一,34,,2511,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3725.0,BBM21004,機率與統計（二）,重、補修生,單,必,3.0,3.0,70.0,楊策仲,四,ABC,,5416,
114,1,財務工程與精算數學系,財精二Ｂ,,,,機率與統計（二）,輔導,,必,,2.0,,張瑞娟,二,AB,,5416,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3744.0,BBM23702,風險管理與保險（一）,,單,必,3.0,3.0,69.0,劉文彬,二,34,,2608,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3744.0,BBM23702,風險管理與保險（一）,,單,必,3.0,3.0,69.0,劉文彬,四,34,單,2608,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3745.0,BBM23802,財務管理（一）,,單,必,3.0,3.0,68.0,邱于芬,一,789,,5416,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3733.0,BBM49401,Ｃ程式語言,,單,選,3.0,3.0,70.0,林建華,四,E56,,2208,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3747.0,BBM75902,高等微積分（一）,,單,必,3.0,3.0,70.0,蕭維政,二,56,單,2513,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3747.0,BBM75902,高等微積分（一）,,單,必,3.0,3.0,70.0,蕭維政,五,34,,2513,
114,1,財務工程與精算數學系,財精二Ｂ,,,,高等微積分（一）,討論Ｂ組,,必,,1.0,,蕭維政,二,56,雙,2513,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3735.0,BBM76201,財務工程與精算數學概論,Ａ組,單,必,1.0,1.0,85.0,劉文彬  洪明欽  張揖平  湯美玲,三,12,單,2608,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3736.0,BBM76202,財務工程與精算數學概論,Ｂ組,單,必,1.0,1.0,85.0,劉文彬  洪明欽  張揖平  湯美玲,三,12,雙,2608,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3740.0,BCP20805,離散數學,,單,選,3.0,3.0,70.0,李文雄,二,12,單,2513,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,3740.0,BCP20805,離散數學,,單,選,3.0,3.0,70.0,李文雄,三,56,,2513,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,,BDC99652,通識課程（二）,,全,必,2.0,2.0,,,五,78,,342,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,,BSP92720,外文（二）,,全,必,2.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,,BSP99060,系會時間,,全,必,0.0,2.0,,,五,56,,130,
114,1,財務工程與精算數學系,財精二Ｂ,財精二Ｂ,,BSP99759,體育,,單,必,0.0,2.0,,,,,,,
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3750.0,BBM20903,機率與統計（一）,,單,必,3.0,3.0,65.0,吳政訓,二,789,,5411,
114,1,財務工程與精算數學系,財精二Ｃ,,,,機率與統計（一）,輔導,,必,,2.0,,張智琪,五,12,,1303,
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3725.0,BBM21004,機率與統計（二）,重、補修生,單,必,3.0,3.0,70.0,楊策仲,四,ABC,,5416,
114,1,財務工程與精算數學系,財精二Ｃ,,,,機率與統計（二）,輔導,,必,,2.0,,張瑞娟,二,AB,,5416,
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3752.0,BBM23703,風險管理與保險（一）,,單,必,3.0,3.0,65.0,劉文彬,二,56,,2608,
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3752.0,BBM23703,風險管理與保險（一）,,單,必,3.0,3.0,65.0,劉文彬,四,12,雙,2608,
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3753.0,BBM23803,財務管理（一）,全英語授課,單,必,3.0,3.0,65.0,湯美玲,一,789,,2513,英語授課
114,1,財務工程與精算數學系,財精二Ｃ,財精二Ｃ,3733.0,BBM49401,Ｃ程式語言,,單,選,3.0,3.0,70.0,林建華,四,E56,,2208,
